date,household_id,has_senior,children
2025-02-18,5693,0,0
2025-02-18,5695,1,2
2025-02-18,5697,0,0
2025-02-18,5700,0,2
2025-02-18,5701,1,0
2025-02-18,5703,0,2
2025-02-18,5706,0,1
2025-02-18,5709,0,1
2025-02-18,5711,0,0
2025-02-18,5714,0,1
2025-02-18,5717,0,0
2025-02-18,5720,0,1
2025-02-18,5721,0,0
2025-02-19,5723,0,0
2025-02-19,5725,0,0
2025-02-19,5727,0,2
2025-02-19,5728,0,0
2025-02-19,5731,0,1
2025-02-19,5732,0,2
2025-02-19,5734,1,1
2025-02-19,5737,0,1
2025-02-19,5738,0,0
2025-02-19,5739,0,1
2025-02-19,5742,0,0
2025-02-19,5745,1,0
2025-02-19,5748,0,0
2025-02-19,5751,1,1
2025-02-19,5753,1,0
2025-02-19,5754,0,3
2025-02-19,5757,0,0
2025-02-19,5760,0,0
2025-02-19,5762,0,1
2025-02-19,5763,0,1
2025-02-19,5766,1,3
2025-02-19,5767,1,0
2025-02-19,5769,0,3
2025-02-19,5772,0,3
2025-02-19,5775,0,0
2025-02-19,5776,1,0
2025-02-19,5778,0,0
2025-02-19,5780,0,0
2025-02-19,5783,0,0
2025-02-19,5784,0,0
2025-02-19,5785,0,0
2025-02-19,5786,1,2
2025-02-19,5787,1,0
2025-02-19,5789,0,1
2025-02-19,5791,1,1
2025-02-19,5794,0,1
2025-02-19,5796,0,0
2025-02-19,5797,0,0
2025-02-19,5798,0,1
2025-02-19,5801,1,1
2025-02-19,5802,0,2
2025-02-19,5805,0,0
2025-02-20,5808,0,1
2025-02-20,5809,0,0
2025-02-20,5811,1,0
2025-02-20,5812,0,0
2025-02-20,5813,0,3
2025-02-20,5815,0,1
2025-02-20,5817,0,1
2025-02-20,5819,0,2
2025-02-20,5822,0,0
2025-02-20,5824,0,1
2025-02-20,5827,0,2
2025-02-20,5830,0,1
2025-02-20,5833,0,1
2025-02-20,5835,0,0
2025-02-20,5838,0,0
2025-02-20,5839,1,2
2025-02-20,5840,0,3
2025-02-20,5843,0,1
2025-02-20,5844,0,1
2025-02-20,5845,0,1
2025-02-20,5848,1,0
2025-02-20,5849,0,1
2025-02-20,5852,0,0
2025-02-20,5855,0,1
2025-02-20,5858,0,2
2025-02-20,5861,0,0
2025-02-20,5863,0,1
2025-02-20,5864,0,1
2025-02-20,5866,0,2
2025-02-20,5867,1,1
2025-02-20,5869,0,0
2025-02-20,5872,0,0
2025-02-20,5874,0,1
2025-02-20,5877,0,0
2025-02-20,5880,0,1
2025-02-20,5883,0,0
2025-02-20,5884,0,1
2025-02-20,5886,0,0
2025-02-20,5889,0,0
2025-02-20,5892,0,0
2025-02-20,5894,1,0
2025-02-20,5897,1,2
2025-02-20,5898,0,2
2025-02-21,5901,0,2
2025-02-21,5904,0,2
2025-02-21,5905,0,1
2025-02-21,5908,0,0
2025-02-21,5911,1,0
2025-02-21,5914,0,0
2025-02-21,5917,1,1
2025-02-21,5920,1,3
2025-02-21,5922,1,0
2025-02-21,5924,0,3
2025-02-21,5926,0,1
2025-02-21,5929,1,1
2025-02-21,5930,1,1
2025-02-21,5932,0,0
2025-02-21,5934,1,0
2025-02-21,5935,1,1
2025-02-21,5936,0,2
2025-02-21,5937,0,1
2025-02-21,5938,1,0
2025-02-21,5939,0,3
2025-02-21,5940,0,1
2025-02-21,5942,0,3
2025-02-21,5943,0,0
2025-02-21,5944,1,0
2025-02-21,5945,1,1
2025-02-21,5948,0,0
2025-02-21,5951,1,0
2025-02-21,5952,0,2
2025-02-21,5955,0,0
2025-02-21,5958,0,1
2025-02-21,5961,0,1
2025-02-21,5962,0,1
2025-02-21,5965,0,0
2025-02-21,5966,0,2
2025-02-21,5967,0,0
2025-02-21,5970,0,2
2025-02-21,5971,1,0
2025-02-21,5974,0,1
2025-02-21,5977,0,2
2025-02-21,5979,0,0
2025-02-21,5981,0,0
2025-02-21,5983,1,0
2025-02-21,5986,0,0
2025-02-21,5987,1,0
2025-02-21,5990,0,0
2025-02-21,5992,1,3
2025-02-21,5994,0,1
2025-02-21,5996,0,2
2025-02-21,5998,0,0
2025-02-21,6000,0,0
2025-02-21,6002,0,2
2025-02-21,6003,0,3
2025-02-21,6006,0,2
2025-02-21,6007,0,0
2025-02-21,6009,1,0
2025-02-21,6011,0,1
2025-02-21,6013,1,1
2025-02-21,6014,1,0
2025-02-21,6016,0,0
2025-02-21,6019,0,2
2025-02-21,6020,0,2
2025-02-21,6022,0,1
2025-02-21,6023,0,1
2025-02-21,6026,0,2
2025-02-21,6028,0,0
2025-02-21,6031,1,1
2025-02-21,6033,0,2
2025-02-21,6035,0,0
2025-02-21,6037,1,1
2025-02-21,6040,1,1
2025-02-21,6041,0,1
2025-02-21,6043,0,0
2025-02-21,6045,0,3
2025-02-21,6046,0,0
2025-02-22,6048,0,0
2025-02-22,6051,0,0
2025-02-22,6053,1,1
2025-02-22,6054,0,0
2025-02-22,6057,0,2
2025-02-22,6059,0,0
2025-02-22,6061,0,1
2025-02-22,6064,0,0
2025-02-22,6067,0,1
2025-02-22,6068,0,1
2025-02-22,6069,1,1
2025-02-22,6070,0,2
2025-02-22,6073,0,2
2025-02-22,6075,1,1
2025-02-22,6078,1,0
2025-02-22,6081,1,0
2025-02-22,6082,1,1
2025-02-22,6084,1,0
2025-02-22,6085,1,3
2025-02-22,6086,0,0
2025-02-22,6089,0,1
2025-02-22,6090,0,0
2025-02-22,6092,0,2
2025-02-22,6094,0,0
2025-02-22,6096,0,1
2025-02-22,6099,0,2
2025-02-22,6100,0,1
2025-02-22,6101,0,1
2025-02-22,6102,0,1
2025-02-22,6105,1,0
2025-02-22,6107,0,0
2025-02-22,6110,0,2
2025-02-22,6113,1,1
2025-02-22,6115,1,0
2025-02-22,6116,0,0
2025-02-22,6118,0,2
2025-02-22,6120,1,1
2025-02-22,6121,0,0
2025-02-22,6123,0,2
2025-02-22,6125,0,0
2025-02-22,6128,1,3
2025-02-23,6129,0,0
2025-02-23,6130,1,0
2025-02-23,6132,1,2
2025-02-23,6135,0,3
2025-02-23,6136,0,0
2025-02-23,6138,0,0
2025-02-23,6141,0,2
2025-02-23,6144,0,0
2025-02-23,6146,1,2
2025-02-23,6149,0,0
2025-02-23,6150,0,0
2025-02-23,6153,0,0
2025-02-23,6155,0,3
2025-02-23,6156,0,0
2025-02-23,6158,1,0
2025-02-23,6161,0,0
2025-02-23,6164,0,0
2025-02-23,6165,0,0
2025-02-23,6166,0,0
2025-02-23,6167,0,2
2025-02-23,6169,0,1
2025-02-23,6170,0,1
2025-02-23,6171,0,2
2025-02-23,6172,0,1
2025-02-23,6173,0,1
2025-02-23,6175,1,0
2025-02-23,6176,1,3
2025-02-23,6179,0,0
2025-02-23,6181,0,0
2025-02-23,6182,0,1
2025-02-23,6183,0,2
2025-02-23,6185,1,0
2025-02-23,6188,1,2
2025-02-23,6190,0,0
2025-02-23,6193,0,1
2025-02-23,6194,0,0
2025-02-23,6197,1,3
2025-02-23,6199,0,0
2025-02-23,6201,0,3
2025-02-23,6202,1,2
2025-02-23,6203,0,0
2025-02-23,6205,1,0
2025-02-23,6206,1,0
2025-02-23,6207,0,2
2025-02-23,6210,0,0
2025-02-23,6212,0,1
2025-02-23,6215,1,0
2025-02-23,6218,0,0
2025-02-23,6220,0,1
2025-02-23,6223,1,2
2025-02-24,6225,1,1
2025-02-24,6227,0,0
2025-02-24,6229,0,1
2025-02-24,6230,1,0
2025-02-24,6231,0,1
2025-02-24,6232,1,3
2025-02-24,6235,1,1
2025-02-24,6238,0,1
2025-02-24,6241,0,0
2025-02-24,6244,0,0
2025-02-24,6245,0,0
2025-02-24,6247,0,2
2025-02-24,6250,0,0
2025-02-24,6253,0,1
2025-02-24,6254,0,1
2025-02-24,6256,1,0
2025-02-24,6258,0,1
2025-02-24,6261,0,2
2025-02-24,6264,0,0
2025-02-24,6266,0,1
2025-02-24,6268,1,2
2025-02-24,6270,1,0
2025-02-24,6273,1,2
2025-02-24,6274,1,2
2025-02-24,6276,0,1
2025-02-24,6278,0,1
2025-02-24,6280,1,0
2025-02-24,6282,0,2
2025-02-24,6285,0,2
2025-02-24,6287,0,0
2025-02-24,6288,1,0
2025-02-24,6289,0,3
2025-02-24,6290,0,0
2025-02-24,6291,0,0
2025-02-24,6294,0,1
2025-02-24,6296,0,2
2025-02-24,6297,1,0
2025-02-24,6300,0,3
2025-02-24,6302,0,1
2025-02-24,6303,0,1
2025-02-24,6305,1,1
2025-02-24,6307,0,2
2025-02-24,6310,0,0
2025-02-24,6312,1,0
2025-02-24,6313,0,0
2025-02-24,6314,1,2
2025-02-24,6315,0,0
2025-02-24,6318,1,0
2025-02-24,6319,0,0
2025-02-24,6320,0,1
2025-02-24,6322,0,0
2025-02-24,6323,0,0
2025-02-24,6324,0,3
2025-02-24,6326,0,1
2025-02-24,6328,1,0
2025-02-24,6331,0,1
2025-02-24,6332,0,0
2025-02-24,6334,0,0
2025-02-24,6337,0,2
2025-02-24,6338,0,0
2025-02-24,6341,1,0
2025-02-24,6342,0,0
2025-02-24,6343,0,2
2025-02-24,6345,0,3
2025-02-24,6348,1,0
2025-02-24,6349,0,2
2025-02-24,6350,1,0
2025-02-24,6353,1,2
2025-02-24,6355,1,2
2025-02-24,6357,0,0
2025-02-24,6359,0,1
2025-02-24,6360,0,2
2025-02-24,6362,0,2
2025-02-24,6363,0,0
2025-02-24,6365,0,0
2025-02-24,6367,0,3
2025-02-25,6369,0,2
2025-02-25,6370,0,0
2025-02-25,6373,0,2
2025-02-25,6375,0,1
2025-02-25,6378,0,0
2025-02-25,6381,0,1
2025-02-25,6384,0,2
2025-02-25,6386,0,0
2025-02-25,6387,1,0
2025-02-25,6389,0,2
2025-02-25,6390,1,2
2025-02-25,6392,0,2
2025-02-25,6394,0,0
2025-02-25,6397,0,3
2025-02-25,6398,0,0
2025-02-25,6399,0,0
2025-02-25,6400,0,1
2025-02-25,6401,1,0
2025-02-25,6402,0,1
2025-02-25,6405,1,1
2025-02-25,6408,1,0
2025-02-25,6409,0,2
2025-02-25,6412,1,1
2025-02-25,6415,0,1
2025-02-25,6417,0,0
2025-02-25,6419,0,0
2025-02-25,6421,0,1
2025-02-25,6423,1,3
2025-02-25,6426,0,1
2025-02-25,6427,1,3
2025-02-25,6429,0,3
2025-02-25,6431,0,0
2025-02-25,6434,0,0
2025-02-25,6437,0,1
2025-02-25,6440,0,0
2025-02-25,6441,0,0
2025-02-25,6442,1,0
2025-02-25,6443,0,2
2025-02-25,6445,1,1
2025-02-25,6448,0,1
2025-02-26,6449,0,1
2025-02-26,6450,0,0
2025-02-26,6451,0,0
2025-02-26,6453,0,0
2025-02-26,6456,1,0
2025-02-26,6457,0,2
2025-02-26,6459,0,0
2025-02-26,6461,1,0
2025-02-26,6464,0,0
2025-02-26,6467,1,1
2025-02-26,6468,1,1
2025-02-26,6471,0,0
2025-02-26,6473,0,0
2025-02-26,6475,0,0
2025-02-26,6478,0,1
2025-02-26,6481,0,2
2025-02-26,6483,0,1
2025-02-26,6484,0,0
2025-02-26,6486,0,2
2025-02-26,6489,0,2
2025-02-26,6490,0,2
2025-02-26,6492,1,0
2025-02-26,6493,0,0
2025-02-26,6496,1,0
2025-02-26,6499,0,0
2025-02-26,6502,0,3
2025-02-26,6505,0,0
2025-02-26,6506,1,3
2025-02-26,6507,0,0
2025-02-26,6509,0,0
2025-02-26,6510,0,2
2025-02-26,6511,0,0
2025-02-26,6512,0,3
2025-02-26,6514,0,1
2025-02-26,6517,1,1
2025-02-26,6518,1,0
2025-02-26,6520,0,2
2025-02-26,6521,0,0
2025-02-26,6522,1,0
2025-02-26,6524,0,1
2025-02-27,6527,0,2
2025-02-27,6530,0,0
2025-02-27,6532,1,1
2025-02-27,6535,1,1
2025-02-27,6538,0,1
2025-02-27,6540,0,0
2025-02-27,6542,0,1
2025-02-27,6545,1,3
2025-02-27,6546,1,2
2025-02-27,6548,0,0
2025-02-27,6549,0,1
2025-02-27,6551,0,1
2025-02-27,6552,0,0
2025-02-27,6553,0,0
2025-02-27,6556,0,0
2025-02-27,6559,0,0
2025-02-27,6560,1,1
2025-02-27,6563,1,1
2025-02-27,6564,0,2
2025-02-27,6565,0,0
2025-02-27,6567,0,0
2025-02-27,6568,0,2
2025-02-27,6569,0,0
2025-02-27,6572,0,2
2025-02-27,6573,0,0
2025-02-27,6576,0,1
2025-02-27,6577,1,0
2025-02-27,6580,1,1
2025-02-27,6581,1,1
2025-02-27,6582,0,3
2025-02-27,6585,1,0
2025-02-27,6586,0,0
2025-02-27,6587,0,0
2025-02-27,6589,0,1
2025-02-27,6590,0,2
2025-02-27,6592,1,0
2025-02-27,6593,0,1
2025-02-27,6594,0,0
2025-02-27,6595,0,1
2025-02-27,6598,0,3
2025-02-27,6601,1,1
2025-02-27,6604,0,0
2025-02-27,6607,0,0
2025-02-27,6610,0,2
2025-02-27,6612,0,2
2025-02-27,6614,0,0
2025-02-27,6615,0,0
2025-02-27,6618,0,2
2025-02-27,6621,1,0
2025-02-27,6624,1,1
2025-02-27,6626,0,1
2025-02-27,6629,1,1
2025-02-28,6630,1,0
2025-02-28,6631,0,0
2025-02-28,6632,0,1
2025-02-28,6633,0,0
2025-02-28,6635,0,0
2025-02-28,6638,0,1
2025-02-28,6639,0,2
2025-02-28,6640,0,1
2025-02-28,6641,0,0
2025-02-28,6643,0,0
2025-02-28,6644,1,1
2025-02-28,6647,1,2
2025-02-28,6650,0,2
2025-02-28,6653,1,1
2025-02-28,6654,1,1
2025-02-28,6657,0,2
2025-02-28,6658,0,3
2025-02-28,6660,0,0
2025-02-28,6663,0,3
2025-02-28,6665,0,0
2025-02-28,6668,0,3
2025-02-28,6671,0,1
2025-02-28,6673,0,0
2025-02-28,6675,1,0
2025-02-28,6678,1,1
2025-02-28,6679,0,1
2025-02-28,6680,0,0
2025-02-28,6682,0,1
2025-02-28,6683,0,2
2025-02-28,6685,0,3
2025-02-28,6688,0,1
2025-02-28,6689,1,0
2025-02-28,6691,0,1
2025-02-28,6692,0,0
2025-02-28,6693,1,3
2025-02-28,6694,1,1
2025-02-28,6696,0,2
2025-02-28,6697,0,1
2025-02-28,6700,0,1
2025-02-28,6703,1,2
2025-02-28,6704,0,1
2025-02-28,6707,0,0
2025-02-28,6708,0,2
2025-02-28,6711,0,0
2025-02-28,6713,0,3
2025-02-28,6714,0,0
2025-02-28,6716,0,2
2025-02-28,6719,0,1
2025-02-28,6722,0,0
2025-02-28,6725,0,1
2025-02-28,6728,1,1
2025-02-28,6730,0,0
2025-02-28,6733,1,0
2025-02-28,6736,0,0
2025-03-01,6737,1,0
2025-03-01,6740,0,0
2025-03-01,6743,1,3
2025-03-01,6745,1,1
2025-03-01,6748,1,1
2025-03-01,6751,0,3
2025-03-01,6752,1,1
2025-03-01,6753,0,0
2025-03-01,6754,1,3
2025-03-01,6756,0,0
2025-03-01,6757,0,0
2025-03-01,6758,1,0
2025-03-01,6761,0,2
2025-03-01,6762,1,0
2025-03-01,6765,0,1
2025-03-01,6767,0,0
2025-03-01,6769,0,2
2025-03-01,6772,0,1
2025-03-01,6773,0,0
2025-03-01,6775,0,1
2025-03-01,6778,0,0
2025-03-01,6781,0,0
2025-03-01,6784,0,1
2025-03-01,6787,0,2
2025-03-01,6789,0,2
2025-03-01,6792,0,1
2025-03-01,6793,1,2
2025-03-01,6794,0,0
2025-03-01,6795,0,0
2025-03-01,6798,0,0
2025-03-01,6800,1,2
2025-03-01,6803,0,1
2025-03-01,6804,0,2
2025-03-01,6805,0,2
2025-03-01,6807,1,0
2025-03-01,6808,0,1
2025-03-01,6810,1,0
2025-03-01,6813,0,1
2025-03-01,6815,0,0
2025-03-01,6816,0,1
2025-03-01,6818,0,1
2025-03-01,6819,0,1
2025-03-01,6820,0,1
2025-03-01,6821,1,2
2025-03-01,6823,0,0
2025-03-01,6825,0,0
2025-03-01,6827,0,1
2025-03-01,6829,0,2
2025-03-01,6832,1,3
2025-03-01,6835,0,1
2025-03-01,6838,1,0
2025-03-01,6841,1,3
2025-03-01,6842,1,1
2025-03-01,6845,0,0
2025-03-01,6846,0,1
2025-03-01,6847,0,3
2025-03-02,6850,0,0
2025-03-02,6851,0,1
2025-03-02,6852,0,2
2025-03-02,6855,0,0
2025-03-02,6856,0,0
2025-03-02,6858,0,0
2025-03-02,6859,0,1
2025-03-02,6860,1,3
2025-03-02,6861,0,2
2025-03-02,6862,0,1
2025-03-02,6863,0,0
2025-03-02,6866,0,3
2025-03-02,6867,0,3
2025-03-02,6869,1,0
2025-03-02,6870,0,0
2025-03-02,6872,1,2
2025-03-02,6874,0,1
2025-03-02,6877,0,0
2025-03-02,6878,0,1
2025-03-02,6880,1,2
2025-03-02,6882,0,1
2025-03-02,6884,0,0
2025-03-02,6887,0,0
2025-03-02,6890,1,3
2025-03-02,6892,0,0
2025-03-02,6894,0,2
2025-03-02,6896,0,0
2025-03-02,6898,0,0
2025-03-02,6900,0,0
2025-03-02,6902,0,2
2025-03-02,6903,0,0
2025-03-02,6906,0,0
2025-03-02,6909,1,1
2025-03-02,6912,0,0
2025-03-02,6914,1,0
2025-03-02,6917,0,0
2025-03-02,6920,0,2
2025-03-02,6923,0,1
2025-03-02,6924,0,3
2025-03-02,6927,0,0
2025-03-02,6930,0,0
2025-03-02,6932,0,2
2025-03-02,6934,0,0
2025-03-02,6937,0,0
2025-03-02,6938,0,2
2025-03-02,6941,0,1
2025-03-03,6942,0,0
2025-03-03,6943,1,1
2025-03-03,6945,1,1
2025-03-03,6946,1,0
2025-03-03,6949,0,0
2025-03-03,6950,0,0
2025-03-03,6952,0,1
2025-03-03,6953,1,0
2025-03-03,6955,1,2
2025-03-03,6957,0,0
2025-03-03,6960,0,2
2025-03-03,6961,1,2
2025-03-03,6964,1,0
2025-03-03,6967,0,0
2025-03-03,6970,0,3
2025-03-03,6973,0,0
2025-03-03,6974,1,0
2025-03-03,6976,1,0
2025-03-03,6978,0,1
2025-03-03,6979,0,0
2025-03-03,6982,0,1
2025-03-03,6983,1,0
2025-03-03,6985,1,0
2025-03-03,6986,0,0
2025-03-03,6989,0,1
2025-03-03,6990,0,1
2025-03-03,6992,1,1
2025-03-03,6994,0,3
2025-03-03,6996,0,1
2025-03-03,6998,0,2
2025-03-03,6999,0,2
2025-03-03,7000,0,2
2025-03-03,7001,0,1
2025-03-03,7002,0,0
2025-03-03,7004,1,2
2025-03-03,7006,0,0
2025-03-03,7009,1,0
2025-03-03,7010,0,3
2025-03-03,7013,0,1
2025-03-03,7015,1,3
2025-03-03,7018,0,0
2025-03-03,7019,0,1
2025-03-03,7020,0,2
2025-03-03,7021,0,3
2025-03-03,7023,1,2
2025-03-03,7026,0,0
2025-03-03,7027,0,0
2025-03-03,7028,0,0
2025-03-03,7030,0,3
2025-03-03,7032,1,3
2025-03-03,7033,1,0
2025-03-03,7034,0,1
2025-03-03,7037,0,2
2025-03-03,7039,0,2
2025-03-03,7041,0,1
2025-03-03,7042,0,1
2025-03-03,7044,0,0
2025-03-03,7045,0,0
2025-03-03,7048,0,0
2025-03-03,7050,0,0
2025-03-03,7053,0,0
2025-03-03,7056,0,1
2025-03-03,7057,0,2
2025-03-03,7059,1,2
2025-03-03,7062,0,0
2025-03-03,7064,0,2
2025-03-03,7067,0,1
2025-03-03,7068,0,1
2025-03-03,7069,1,0
2025-03-03,7072,1,1
2025-03-03,7075,0,0
2025-03-03,7076,1,3
2025-03-03,7078,0,0
2025-03-03,7079,0,3
2025-03-04,7081,0,3
2025-03-04,7082,0,0
2025-03-04,7083,0,0
2025-03-04,7086,0,0
2025-03-04,7089,0,2
2025-03-04,7090,0,0
2025-03-04,7093,0,0
2025-03-04,7096,0,2
2025-03-04,7097,1,0
2025-03-04,7098,1,0
2025-03-04,7101,1,0
2025-03-04,7102,0,0
2025-03-04,7103,0,2
2025-03-04,7106,0,1
2025-03-04,7108,0,1
2025-03-04,7109,0,2
2025-03-04,7112,1,1
2025-03-04,7115,0,2
2025-03-04,7118,0,0
2025-03-04,7121,1,0
2025-03-04,7124,0,2
2025-03-04,7127,0,2
2025-03-04,7129,0,3
2025-03-04,7132,0,3
2025-03-04,7135,0,0
2025-03-04,7137,0,0
2025-03-04,7138,0,0
2025-03-04,7139,1,2
2025-03-04,7141,0,0
2025-03-04,7142,0,1
2025-03-04,7144,0,0
2025-03-04,7146,0,0
2025-03-04,7149,0,1
2025-03-04,7152,0,0
2025-03-04,7154,0,0
2025-03-04,7155,0,1
2025-03-04,7156,0,0
2025-03-04,7157,1,0
2025-03-04,7160,1,2
2025-03-04,7163,1,0
2025-03-04,7165,0,1
2025-03-04,7167,1,2
2025-03-05,7170,0,0
2025-03-05,7172,0,0
2025-03-05,7175,0,2
2025-03-05,7176,0,1
2025-03-05,7178,0,0
2025-03-05,7181,1,1
2025-03-05,7183,1,0
2025-03-05,7184,1,0
2025-03-05,7186,0,0
2025-03-05,7187,0,0
2025-03-05,7188,0,0
2025-03-05,7190,0,0
2025-03-05,7192,0,3
2025-03-05,7194,0,0
2025-03-05,7195,1,1
2025-03-05,7196,0,0
2025-03-05,7198,1,3
2025-03-05,7200,1,1
2025-03-05,7203,0,1
2025-03-05,7204,0,0
2025-03-05,7206,0,3
2025-03-05,7208,1,2
2025-03-05,7209,0,1
2025-03-05,7212,0,0
2025-03-05,7215,0,2
2025-03-05,7216,1,0
2025-03-05,7219,0,0
2025-03-05,7220,0,1
2025-03-05,7221,0,0
2025-03-05,7224,0,1
2025-03-05,7225,1,0
2025-03-05,7227,1,0
2025-03-05,7228,0,0
2025-03-05,7231,0,0
2025-03-05,7233,1,0
2025-03-05,7235,0,1
2025-03-05,7236,1,2
2025-03-05,7237,1,0
2025-03-05,7240,1,0
2025-03-05,7241,1,2
2025-03-05,7243,0,2
2025-03-05,7244,0,3
2025-03-05,7247,0,0
2025-03-05,7248,0,0
2025-03-05,7249,0,0
2025-03-05,7252,0,0
2025-03-05,7254,0,0
2025-03-06,7257,1,1
2025-03-06,7259,1,2
2025-03-06,7262,0,1
2025-03-06,7264,0,2
2025-03-06,7267,0,0
2025-03-06,7269,0,2
2025-03-06,7270,1,0
2025-03-06,7271,1,0
2025-03-06,7272,0,0
2025-03-06,7273,1,1
2025-03-06,7276,0,2
2025-03-06,7278,0,1
2025-03-06,7280,1,3
2025-03-06,7281,0,2
2025-03-06,7282,1,0
2025-03-06,7285,0,2
2025-03-06,7286,0,0
2025-03-06,7287,0,0
2025-03-06,7289,1,1
2025-03-06,7292,0,0
2025-03-06,7295,0,2
2025-03-06,7298,0,2
2025-03-06,7300,0,1
2025-03-06,7302,0,0
2025-03-06,7303,1,0
2025-03-06,7305,1,0
2025-03-06,7307,0,0
2025-03-06,7310,0,2
2025-03-06,7313,0,3
2025-03-06,7316,0,3
2025-03-06,7318,0,2
2025-03-06,7321,0,2
2025-03-06,7324,0,0
2025-03-06,7327,0,2
2025-03-06,7330,0,2
2025-03-06,7333,0,0
2025-03-06,7336,1,1
2025-03-06,7339,1,1
2025-03-06,7342,1,1
2025-03-06,7344,0,0
2025-03-06,7346,1,0
2025-03-06,7349,1,1
2025-03-06,7350,0,2
2025-03-06,7353,0,2
2025-03-07,7354,1,0
2025-03-07,7356,0,1
2025-03-07,7358,0,3
2025-03-07,7359,1,0
2025-03-07,7361,0,2
2025-03-07,7362,0,0
2025-03-07,7364,1,0
2025-03-07,7366,0,1
2025-03-07,7369,0,0
2025-03-07,7371,0,0
2025-03-07,7374,0,1
2025-03-07,7375,1,1
2025-03-07,7376,0,1
2025-03-07,7379,1,1
2025-03-07,7382,1,1
2025-03-07,7383,0,0
2025-03-07,7384,0,2
2025-03-07,7387,1,0
2025-03-07,7389,1,0
2025-03-07,7390,0,0
2025-03-07,7391,0,2
2025-03-07,7392,0,3
2025-03-07,7395,0,2
2025-03-07,7396,0,0
2025-03-07,7399,0,1
2025-03-07,7401,0,0
2025-03-07,7404,0,0
2025-03-07,7405,0,2
2025-03-07,7407,0,0
2025-03-07,7409,0,0
2025-03-07,7411,0,3
2025-03-07,7413,0,0
2025-03-07,7416,0,0
2025-03-07,7418,0,2
2025-03-07,7420,1,0
2025-03-07,7423,0,3
2025-03-07,7425,1,0
2025-03-07,7426,0,2
2025-03-07,7428,1,2
2025-03-07,7431,0,0
2025-03-07,7432,0,0
2025-03-08,7433,0,0
2025-03-08,7434,0,0
2025-03-08,7437,0,0
2025-03-08,7440,0,1
2025-03-08,7442,0,0
2025-03-08,7445,0,2
2025-03-08,7447,0,2
2025-03-08,7450,0,0
2025-03-08,7452,0,0
2025-03-08,7453,0,1
2025-03-08,7454,0,1
2025-03-08,7457,0,2
2025-03-08,7459,0,2
2025-03-08,7461,0,0
2025-03-08,7462,0,2
2025-03-08,7465,1,0
2025-03-08,7466,0,3
2025-03-08,7467,0,3
2025-03-08,7470,0,2
2025-03-08,7471,0,0
2025-03-08,7472,1,1
2025-03-08,7475,0,1
2025-03-08,7476,1,0
2025-03-08,7479,0,0
2025-03-08,7482,0,2
2025-03-08,7483,0,1
2025-03-08,7485,0,0
2025-03-08,7486,0,1
2025-03-08,7489,0,1
2025-03-08,7490,0,0
2025-03-08,7493,1,0
2025-03-09,7495,0,1
2025-03-09,7497,0,2
2025-03-09,7498,0,0
2025-03-09,7500,1,0
2025-03-09,7503,0,0
2025-03-09,7505,1,0
2025-03-09,7506,0,0
2025-03-09,7508,1,1
2025-03-09,7509,0,2
2025-03-09,7512,0,1
2025-03-09,7513,1,2
2025-03-09,7516,0,2
2025-03-09,7518,0,0
2025-03-09,7520,0,0
2025-03-09,7521,0,0
2025-03-09,7523,1,0
2025-03-09,7526,0,2
2025-03-09,7528,1,2
2025-03-09,7530,1,0
2025-03-09,7533,0,0
2025-03-09,7536,1,0
2025-03-09,7537,1,0
2025-03-09,7539,0,0
2025-03-09,7542,0,1
2025-03-09,7544,1,0
2025-03-09,7545,0,1
2025-03-09,7546,0,3
2025-03-09,7548,0,1
2025-03-09,7549,0,2
2025-03-09,7551,0,0
2025-03-09,7553,0,0
2025-03-09,7555,0,0
2025-03-09,7558,0,0
2025-03-09,7560,0,0
2025-03-09,7561,0,2
2025-03-09,7563,0,3
2025-03-09,7566,0,2
2025-03-09,7569,0,0
2025-03-09,7571,0,1
2025-03-09,7573,1,2
2025-03-09,7574,0,0
2025-03-09,7576,0,1
2025-03-09,7579,0,0
2025-03-09,7581,0,3
2025-03-09,7584,0,0
2025-03-10,7585,1,0
2025-03-10,7586,1,0
2025-03-10,7588,0,1
2025-03-10,7589,0,2
2025-03-10,7592,0,0
2025-03-10,7593,0,0
2025-03-10,7594,0,1
2025-03-10,7597,0,0
2025-03-10,7599,0,0
2025-03-10,7602,0,0
2025-03-10,7603,0,0
2025-03-10,7604,0,3
2025-03-10,7605,0,1
2025-03-10,7607,1,0
2025-03-10,7610,1,0
2025-03-10,7613,0,3
2025-03-10,7616,0,1
2025-03-10,7618,0,1
2025-03-10,7621,0,1
2025-03-10,7623,0,0
2025-03-10,7624,0,0
2025-03-10,7625,0,0
2025-03-10,7626,0,0
2025-03-10,7627,1,2
2025-03-10,7629,0,0
2025-03-10,7630,0,3
2025-03-10,7631,0,0
2025-03-10,7633,1,2
2025-03-10,7634,0,3
2025-03-10,7635,1,3
2025-03-10,7638,0,0
2025-03-10,7639,1,2
2025-03-10,7642,0,2
2025-03-10,7645,0,0
2025-03-10,7648,0,1
2025-03-10,7651,1,0
2025-03-10,7654,0,1
2025-03-10,7655,0,0
2025-03-10,7658,0,0
2025-03-10,7661,0,1
2025-03-10,7662,0,0
2025-03-10,7664,0,0
2025-03-10,7666,0,1
2025-03-10,7669,0,0
2025-03-10,7672,0,2
2025-03-10,7673,0,3
2025-03-10,7675,1,1
2025-03-10,7676,1,1
